normalized_form	collision_description
splithandfootmalformation	MONDO_0016576[hasExactSynonym=split hand foot malformation] | MONDO_0016576[hasExactSynonym=split-hand/foot malformation] | MONDO_0016576[label=split hand-foot malformation] | Orphanet_2440[hasExactSynonym=Split hand foot malformation]
splithandfootmalformationassociatedwithaplasiaoflongbones	MONDO_0018050[hasExactSynonym=split-hand/foot malformation associated with aplasia of long bones] | Orphanet_3329[hasExactSynonym=Split-hand/foot malformation associated with aplasia of long bones]
splithandfootmalformationwithlongbonedeficiency	MONDO_0018050[hasExactSynonym=split hand/foot malformation with long bone deficiency] | Orphanet_3329[hasExactSynonym=Split hand/foot malformation with long bone deficiency]
splithandsplitfootmalformation	MONDO_0016576[hasExactSynonym=Split Hand/Split Foot Malformation] | Orphanet_2440[label=Split hand-split foot malformation]
spo	PR_000009901[hasExactSynonym=SPO] | EFO_0007033[label=SPO]
spoan	MONDO_0012297[hasExactSynonym=SPOAN] | Orphanet_320406[hasExactSynonym=SPOAN]
sponastrimedysplasia	MONDO_0010068[hasExactSynonym=sponastrime dysplasia] | Orphanet_93357[label=SPONASTRIME dysplasia]
spondylocarpotarsalsynostosis	MONDO_0010094[hasExactSynonym=spondylocarpotarsal synostosis] | Orphanet_3275[label=Spondylocarpotarsal synostosis]
spondyloepimetaphysealdysplasia	HP_0002651[label=Spondyloepimetaphyseal dysplasia] | MONDO_0100510[hasExactSynonym=spondylo-epi-(meta)-physeal dysplasia] | MONDO_0100510[label=spondyloepimetaphyseal dysplasia]
spondyloepimetaphysealdysplasiapakistanitype	MONDO_0019666[hasExactSynonym=spondyloepimetaphyseal dysplasia Pakistani type] | MONDO_0019666[hasExactSynonym=spondyloepimetaphyseal dysplasia, Pakistani type] | Orphanet_93282[label=Spondyloepimetaphyseal dysplasia, Pakistani type]
spondyloepimetaphysealdysplasiasponastrimetype	MONDO_0010068[hasExactSynonym=spondyloepimetaphyseal dysplasia, Sponastrime type] | MONDO_0010068[hasExactSynonym=spondyloepimetaphyseal dysplasia, sponastrime type] | MONDO_0010068[label=spondyloepimetaphyseal dysplasia, sponastrime type] | Orphanet_93357[hasExactSynonym=Spondyloepimetaphyseal dysplasia, Sponastrime type]
spondyloepiphysealdysplasia	HP_0002655[label=Spondyloepiphyseal dysplasia] | MONDO_0016761[hasExactSynonym=spondyloepiphyseal dysplasia] | MONDO_0016761[label=spondyloepiphyseal dysplasia]
spondyloepiphysealdysplasiamaroteauxtype	MONDO_0008473[hasExactSynonym=spondyloepiphyseal dysplasia Maroteaux type] | MONDO_0008473[hasExactSynonym=spondyloepiphyseal dysplasia, Maroteaux type] | Orphanet_263482[label=Spondyloepiphyseal dysplasia, Maroteaux type]
spondyloepiphysealdysplasiawithcongenitaljointdyslocationschst3type	MONDO_0007738[hasExactSynonym=spondyloepiphyseal dysplasia with congenital joint dyslocations, CHST3 type] | Orphanet_263463[hasExactSynonym=Spondyloepiphyseal dysplasia with congenital joint dyslocations, CHST3 type]
spondylosis	MONDO_0002253[label=spondylosis] | EFO_0000706[hasExactSynonym=Spondylosis]
spontaneousabortion	HP_0005268[hasExactSynonym=Spontaneous abortion] | EFO_1001255[label=spontaneous abortion]
spred1human	PR_Q7Z699[hasExactSynonym=spred-1 (human)] | gene_symbol_report?hgnc_id=20249[label=SPRED1 (human)]
sproteinhuman	PR_P04004[hasExactSynonym=S-protein (human)] | PR_Q15517[hasExactSynonym=S protein (human)]
spry1human	PR_O43609[hasExactSynonym=Spry-1 (human)] | gene_symbol_report?hgnc_id=11269[label=SPRY1 (human)]
squamouscellbileductcarcinoma	MONDO_0003500[label=squamous cell bile duct carcinoma] | EFO_1000248[hasExactSynonym=squamous cell bile duct carcinoma]
sr	PR_000015325[hasExactSynonym=SR] | EFO_0002352[label=SR]
srgap2human	PR_O75044[hasExactSynonym=srGAP2 (human)] | gene_symbol_report?hgnc_id=19751[label=SRGAP2 (human)]
srs	MONDO_0008394[hasExactSynonym=SRS] | MONDO_0010664[hasExactSynonym=SRS]
ssbhuman	PR_P05455[hasExactSynonym=SS-B (human)] | gene_symbol_report?hgnc_id=11316[label=SSB (human)]
sss	MONDO_0001823[hasExactSynonym=SSS] | MONDO_0009426[hasExactSynonym=SSS] | Orphanet_2323[hasExactSynonym=SSS]
st1a1	PR_000015818[hasExactSynonym=ST1A1] | EFO_0010797[hasExactSynonym=ST1A1]
st2	PR_000029770[hasExactSynonym=ST2] | EFO_0010599[hasExactSynonym=ST2]
stalkerchitayatsyndrome	MONDO_0016583[hasExactSynonym=Stalker-Chitayat syndrome] | Orphanet_2454[hasExactSynonym=Stalker-Chitayat syndrome]
stammering	HP_0025268[hasExactSynonym=Stammering] | MONDO_0000723[hasExactSynonym=stammering]
stap1human	PR_Q9ULZ2[hasExactSynonym=STAP-1 (human)] | gene_symbol_report?hgnc_id=24133[label=STAP1 (human)]
staphylococcalinfection	EFO_0005681[hasExactSynonym=Staphylococcal Infection] | EFO_1001849[hasExactSynonym=staphylococcal infection]
staphylococcalscaldedskinsyndrome	EFO_0007473[hasExactSynonym=Staphylococcal Scalded Skin Syndrome] | EFO_0007473[hasExactSynonym=staphylococcal scalded skin syndrome] | EFO_1001849[hasExactSynonym=Staphylococcal Scalded Skin Syndrome]
staphylococcusaureuspneumonia	MONDO_0041879[hasExactSynonym=Staphylococcus aureus pneumonia] | MONDO_0041879[hasExactSynonym=staphylococcus aureus pneumonia] | MONDO_0041879[label=staphylococcus aureus pneumonia] | EFO_0007496[hasExactSynonym=Staphylococcus aureus pneumonia]
stard10human	PR_Q9Y365[hasExactSynonym=StARD10 (human)] | gene_symbol_report?hgnc_id=10666[label=STARD10 (human)]
stard5human	PR_Q9NSY2[hasExactSynonym=StARD5 (human)] | gene_symbol_report?hgnc_id=18065[label=STARD5 (human)]
stard7human	PR_Q9NQZ5[hasExactSynonym=StARD7 (human)] | gene_symbol_report?hgnc_id=18063[label=STARD7 (human)]
starhuman	PR_P49675[hasExactSynonym=StAR (human)] | gene_symbol_report?hgnc_id=11359[label=STAR (human)]
starkkaesersyndrome	MONDO_0008407[hasExactSynonym=stark-Kaeser syndrome] | Orphanet_85146[hasExactSynonym=Stark-Kaeser syndrome]
starsyndrome	MONDO_0010408[hasExactSynonym=STAR syndrome] | Orphanet_140952[hasExactSynonym=STAR syndrome]
stat3deficiency	MONDO_0007818[hasExactSynonym=STAT3 deficiency] | Orphanet_2314[hasExactSynonym=STAT3 deficiency]
stc1human	PR_P52823[hasExactSynonym=STC-1 (human)] | gene_symbol_report?hgnc_id=11373[label=STC1 (human)]
stc2human	PR_O76061[hasExactSynonym=STC-2 (human)] | gene_symbol_report?hgnc_id=11374[label=STC2 (human)]
steatosis	HP_0001397[hasExactSynonym=Steatosis] | EFO_0008527[label=steatosis]
steelerichardsonolszewskidisease	MONDO_0019037[hasExactSynonym=Steele-Richardson-Olszewski disease] | Orphanet_240071[hasExactSynonym=Steele-Richardson-Olszewski disease]
steinertdisease	MONDO_0008056[hasExactSynonym=Steinert disease] | Orphanet_273[hasExactSynonym=Steinert disease]
steinfeldsyndrome	MONDO_0008488[hasExactSynonym=Steinfeld syndrome] | Orphanet_3186[hasExactSynonym=Steinfeld syndrome]
stemcell	CL_0000034[label=stem cell] | PO_0004010[hasExactSynonym=stem cell]
sticklersyndromenonoculartype	MONDO_0008490[hasExactSynonym=Stickler syndrome, non-ocular type] | Orphanet_166100[hasExactSynonym=Stickler syndrome, non-ocular type]
sticklersyndrometype3	MONDO_0008490[hasExactSynonym=Stickler syndrome, type 3] | Orphanet_166100[label=Stickler syndrome type 3]
stip1	PR_000015738[hasExactSynonym=STIP1] | PR_000016278[hasExactSynonym=STIP-1]
stip1human	PR_Q9UBB9[hasExactSynonym=STIP-1 (human)] | gene_symbol_report?hgnc_id=11387[label=STIP1 (human)]
stoelingadekoomendavissyndrome	MONDO_0010104[hasExactSynonym=Stoelinga-de Koomen-Davis syndrome] | Orphanet_2972[hasExactSynonym=Stoelinga-de Koomen-Davis syndrome]
stollkienydottsyndrome	MONDO_0008645[hasExactSynonym=Stoll-Kieny-Dott syndrome] | Orphanet_3201[hasExactSynonym=Stoll-Kieny-Dott syndrome]
stolllevyfrancfortsyndrome	MONDO_0008237[hasExactSynonym=Stoll-Lévy-Francfort syndrome] | Orphanet_2878[hasExactSynonym=Stoll-Lévy-Francfort syndrome]
stomachcancer	MONDO_0001056[hasExactSynonym=stomach cancer] | EFO_0003897[hasExactSynonym=Stomach Cancer]
stomatitis	EFO_0009688[hasExactSynonym=stomatitis] | EFO_0009688[label=stomatitis] | EFO_1001904[hasExactSynonym=stomatitis]
strattongarciayoungsyndrome	MONDO_0015259[hasExactSynonym=Stratton-Garcia-Young syndrome] | Orphanet_1277[hasExactSynonym=Stratton-Garcia-Young syndrome]
strattonparkersyndrome	MONDO_0008499[hasExactSynonym=Stratton-Parker syndrome] | Orphanet_2863[hasExactSynonym=Stratton-Parker syndrome]
streptococcalpharyngitis	MONDO_0021783[hasExactSynonym=streptococcal pharyngitis] | EFO_1002024[label=streptococcal pharyngitis]
stroke	HP_0001297[hasExactSynonym=Stroke] | HP_0001297[label=Stroke] | EFO_0000712[hasExactSynonym=stroke] | EFO_0000712[label=stroke]
strokedisorder	MONDO_0005098[label=stroke disorder] | EFO_0000712[hasExactSynonym=stroke disorder]
stromalcellderivedfactor1measurement	EFO_0009420[hasExactSynonym=stromal cell-derived factor 1 measurement] | EFO_0020756[label=stromal cell-derived factor 1 measurement]
stromelysin2measurement	EFO_0010621[label=stromelysin‐2 measurement] | EFO_0802095[label=stromelysin-2 measurement]
strumpelldisease	MONDO_0008437[hasExactSynonym=Strümpell disease] | MONDO_0008437[hasExactSynonym=strumpell disease] | Orphanet_100984[hasExactSynonym=Strümpell disease]
stuttering	HP_0025268[hasExactSynonym=Stuttering] | HP_0025268[label=Stuttering] | MONDO_0000723[hasExactSynonym=stuttering]
sua	AfPO_0000286[label=Sua] | HP_0001195[hasExactSynonym=SUA]
suarezsticklersyndrome	MONDO_0011501[hasExactSynonym=Suarez-Stickler syndrome] | Orphanet_166277[label=Suarez-Stickler syndrome]
subcorticalgliosisofneumann	MONDO_0800027[hasExactSynonym=subcortical gliosis of Neumann] | Orphanet_313808[hasExactSynonym=Subcortical gliosis of Neumann]
subcutaneousadiposetissue	UBERON_0002190[label=subcutaneous adipose tissue] | EFO_1000746[hasExactSynonym=Subcutaneous adipose tissue]
subcutaneoustissue	UBERON_0011818[hasExactSynonym=subcutaneous tissue] | EFO_1000746[hasExactSynonym=Subcutaneous tissue]
subdivisionofcommoncarotidartery	UBERON_0005396[hasExactSynonym=subdivision of common carotid artery] | EFO_0001954[hasExactSynonym=Subdivision of common carotid artery]
subduralhematoma	HP_0100309[hasExactSynonym=Subdural hematoma] | EFO_1001801[hasExactSynonym=subdural hematoma]
subependymalastrocytoma	EFO_1000553[hasExactSynonym=subependymal astrocytoma] | EFO_1001197[hasExactSynonym=Subependymal astrocytoma]
subependymalglioma	EFO_1000553[hasExactSynonym=subependymal glioma] | EFO_1001197[label=subependymal glioma]
subtelomeric1p36deletion	MONDO_0011929[hasExactSynonym=subtelomeric 1p36 deletion] | Orphanet_1606[hasExactSynonym=Subtelomeric 1p36 deletion]
suddencardiacarrest	HP_0031628[hasExactSynonym=Sudden cardiac arrest] | EFO_0004278[label=sudden cardiac arrest]
sudomotordysfunction	HP_0000970[hasExactSynonym=Sudomotor dysfunction] | EFO_1000712[hasExactSynonym=sudomotor dysfunction]
sugarmansyndrome	MONDO_0009793[hasExactSynonym=Sugarman syndrome] | Orphanet_2752[hasExactSynonym=Sugarman syndrome]
sulfocysteinuria	HP_0032350[label=Sulfocysteinuria] | MONDO_0010089[hasExactSynonym=Sulfocysteinuria] | MONDO_0010089[hasExactSynonym=sulfocysteinuria]
sult1c2	PR_000015822[hasExactSynonym=SULT1C2] | PR_000015823[hasExactSynonym=SULT1C#2]
sult1c2human	PR_O75897[hasExactSynonym=SULT1C#2 (human)] | gene_symbol_report?hgnc_id=11456[label=SULT1C2 (human)]
sumo1human	PR_P63165[hasExactSynonym=SUMO-1 (human)] | gene_symbol_report?hgnc_id=12502[label=SUMO1 (human)]
sumo4human	PR_Q6EEV6[hasExactSynonym=SUMO-4 (human)] | gene_symbol_report?hgnc_id=21181[label=SUMO4 (human)]
superficialgranularcornealdystrophy	MONDO_0012043[hasExactSynonym=superficial granular corneal dystrophy] | Orphanet_98961[hasExactSynonym=Superficial granular corneal dystrophy]
superoxidedismutasemnmitochondrialmeasurement	EFO_0008294[label=superoxide dismutase [Mn], mitochondrial measurement] | EFO_0021981[label=superoxide dismutase [Mn]; mitochondrial measurement]
supratentorialependymoma	MONDO_0850340[label=supratentorial ependymoma] | EFO_0008495[hasExactSynonym=supratentorial ependymoma]
supravalvularaorticstenosis	HP_0004381[label=Supravalvular aortic stenosis] | MONDO_0008504[hasExactSynonym=supra-valvular aortic stenosis] | MONDO_0008504[hasExactSynonym=supravalvular aortic stenosis] | MONDO_0008504[label=supravalvular aortic stenosis]
surf1relatedcharcotmarietoothdiseasetype4	MONDO_0014733[hasExactSynonym=SURF1-related Charcot-Marie-Tooth disease type 4] | Orphanet_391351[label=SURF1-related Charcot-Marie-Tooth disease type 4]
surf1relatedcmt4	MONDO_0014733[hasExactSynonym=SURF1-related CMT4] | Orphanet_391351[hasExactSynonym=SURF1-related CMT4]
surf1relatedseveredemyelinatingcharcotmarietoothdisease	MONDO_0014733[hasExactSynonym=SURF1-related severe demyelinating Charcot-Marie-Tooth disease] | Orphanet_391351[hasExactSynonym=SURF1-related severe demyelinating Charcot-Marie-Tooth disease]
surui	HANCESTRO_0673[hasExactSynonym=Surui] | HANCESTRO_0682[hasExactSynonym=Surui] | HANCESTRO_0856[hasExactSynonym=Suruí] | HANCESTRO_0856[label=Surui]
swap70human	PR_Q9UH65[hasExactSynonym=SWAP-70 (human)] | gene_symbol_report?hgnc_id=17070[label=SWAP70 (human)]
sweatingdysfunction	HP_0000970[hasExactSynonym=Sweating dysfunction] | EFO_1000712[hasExactSynonym=sweating dysfunction]
syndactyly	HP_0001159[label=Syndactyly] | MONDO_0021002[label=syndactyly]
syndactylyectodermaldysplasiacleftlippalate	MONDO_0009151[hasExactSynonym=syndactyly-ectodermal dysplasia-cleft/lip palate] | Orphanet_3253[hasExactSynonym=Syndactyly-ectodermal dysplasia-cleft/lip palate]
syndactylytype2	MONDO_0021651[hasExactSynonym=syndactyly type 2] | Orphanet_93403[label=Syndactyly type 2]
syndactylytype7	MONDO_0008931[hasExactSynonym=syndactyly type 7] | Orphanet_3258[hasExactSynonym=Syndactyly type 7]
syndromicdiarrhea	MONDO_0009105[hasExactSynonym=syndromic diarrhea] | Orphanet_84064[label=Syndromic diarrhea]
syndromicdiarrheatrichohepatoentericsyndrome	MONDO_0009105[hasExactSynonym=syndromic diarrhea/Tricho-hepato-enteric syndrome] | Orphanet_84064[hasExactSynonym=Syndromic diarrhea/Tricho-hepato-enteric syndrome]
syndromicmicrophthalmiatype10	MONDO_0012638[hasExactSynonym=syndromic microphthalmia type 10] | Orphanet_77299[hasExactSynonym=Syndromic microphthalmia type 10]
syndromicmicrophthalmiatype3	MONDO_0008799[hasExactSynonym=syndromic microphthalmia type 3] | Orphanet_77298[hasExactSynonym=Syndromic microphthalmia type 3]
syndromicmicrophthalmiatype7	MONDO_0010672[hasExactSynonym=syndromic microphthalmia type 7] | Orphanet_2556[hasExactSynonym=Syndromic microphthalmia type 7]
syndromicxlinkedintellectualdisabilityduetojarid1cmutation	MONDO_0010355[hasExactSynonym=syndromic X-linked intellectual disability due to JARID1C mutation] | Orphanet_85279[label=Syndromic X-linked intellectual disability due to JARID1C mutation]
syndromicxlinkedintellectualdisabilitytype11	MONDO_0010277[hasExactSynonym=syndromic X-linked intellectual disability type 11] | Orphanet_85286[hasExactSynonym=Syndromic X-linked intellectual disability type 11]
syne2human	PR_Q8WXH0[hasExactSynonym=Syne-2 (human)] | gene_symbol_report?hgnc_id=17084[label=SYNE2 (human)]
synovium	FMA_66762[hasExactSynonym=Synovium] | UBERON_0007616[hasExactSynonym=synovium]
synpolydactyly	MONDO_0021651[hasExactSynonym=synpolydactyly] | MONDO_0021651[label=synpolydactyly] | Orphanet_93403[hasExactSynonym=Synpolydactyly]
synspondylism	MONDO_0010094[hasExactSynonym=Synspondylism] | Orphanet_3275[hasExactSynonym=Synspondylism]
syphiliticchancre	EFO_0007504[hasExactSynonym=syphilitic chancre] | EFO_1001247[hasExactSynonym=syphilitic chancre]
systemicamyloidosis	MONDO_0017816[hasExactSynonym=systemic amyloidosis] | EFO_1001875[hasExactSynonym=systemic amyloidosis]
systemiccapillaryleaksyndrome	EFO_1001284[hasExactSynonym=Systemic Capillary Leak Syndrome] | EFO_1001284[hasExactSynonym=systemic capillary leak syndrome] | EFO_1001477[label=Systemic capillary leak syndrome]
systemiclupuserythematosus	HP_0002725[label=Systemic lupus erythematosus] | MONDO_0007915[hasExactSynonym=systemic lupus erythematosus] | MONDO_0007915[label=systemic lupus erythematosus]
systemicsclerosislimited	MONDO_0016358[hasExactSynonym=systemic sclerosis, limited] | EFO_1001017[hasExactSynonym=systemic sclerosis, limited]
t2	PR_000003610[hasExactSynonym=T2] | EFO_0022680[label=T2]
tacutelymphoblasticleukaemia	EFO_0000209[hasExactSynonym=T acute lymphoblastic leukaemia] | EFO_1001936[hasExactSynonym=T Acute Lymphoblastic Leukaemia]
tacutelymphoblasticleukemia	EFO_0000209[hasExactSynonym=T acute lymphoblastic leukemia] | EFO_1001936[hasExactSynonym=T Acute Lymphoblastic Leukemia]
tafi	PR_000005802[hasExactSynonym=TAFI] | PR_000014717[hasExactSynonym=TAF-I]
tafihuman	PR_Q01105[hasExactSynonym=TAF-I (human)] | PR_Q96IY4[hasExactSynonym=TAFI (human)]
talipes	HP_0001883[label=Talipes] | MONDO_0007342[hasExactSynonym=talipes]
talipesequinovarus	HP_0001762[label=Talipes equinovarus] | MONDO_0007342[hasExactSynonym=talipes equinovarus]
tall	EFO_0000209[hasExactSynonym=T-ALL] | EFO_1001830[hasExactSynonym=T-ALL]
tamil	AfPO_0000171[label=Tamil] | HANCESTRO_0805[hasExactSynonym=Tamil]
tarsyndrome	MONDO_0010121[hasExactSynonym=TAR syndrome] | Orphanet_3320[hasExactSynonym=TAR syndrome]
taussigbingsyndrome	MONDO_0020387[hasExactSynonym=Taussig-Bing syndrome] | Orphanet_101042[label=Taussig-Bing syndrome]
tbp	PR_000016137[hasExactSynonym=TBP] | EFO_0004536[hasExactSynonym=TBP]
tbscid	MONDO_0017855[hasExactSynonym=T-B- SCID] | MONDO_0044200[hasExactSynonym=T-B+ SCID] | MONDO_0044201[hasExactSynonym=T+B+ SCID]
tbseverecombinedimmunodeficiency	MONDO_0017855[label=T-B- severe combined immunodeficiency] | MONDO_0044200[label=T-B+ severe combined immunodeficiency] | MONDO_0044201[label=T+ B+ severe combined immunodeficiency]
tcc	GO_0005579[hasExactSynonym=TCC] | EFO_0008965[label=TCC]
tcf21human	PR_O43680[hasExactSynonym=TCF-21 (human)] | gene_symbol_report?hgnc_id=11632[label=TCF21 (human)]
tcf24human	PR_Q7RTU0[hasExactSynonym=TCF-24 (human)] | gene_symbol_report?hgnc_id=32275[label=TCF24 (human)]
tcp1	PR_000003739[hasExactSynonym=TCP-1] | PR_000005149[hasExactSynonym=TCP1]
te1	PR_000016240[hasExactSynonym=TE-1] | EFO_0022658[label=TE-1]
tead3human	PR_Q99594[hasExactSynonym=TEAD-3 (human)] | gene_symbol_report?hgnc_id=11716[label=TEAD3 (human)]
tead4human	PR_Q15561[hasExactSynonym=TEAD-4 (human)] | gene_symbol_report?hgnc_id=11717[label=TEAD4 (human)]
teebialsalehhassoonsyndrome	MONDO_0009547[hasExactSynonym=Teebi-Al Saleh-Hassoon syndrome] | Orphanet_2432[hasExactSynonym=Teebi-Al Saleh-Hassoon syndrome]
teebihypertelorismsyndrome	MONDO_0030639[label=Teebi hypertelorism syndrome] | Orphanet_1519[hasExactSynonym=Teebi hypertelorism syndrome]
teebikaurahsyndrome	MONDO_0011795[hasExactSynonym=Teebi-Kaurah syndrome] | Orphanet_1094[hasExactSynonym=Teebi-Kaurah syndrome]
teebinaguibalawadisyndrome	MONDO_0009209[hasExactSynonym=Teebi-Naguib-Alawadi syndrome] | Orphanet_1974[hasExactSynonym=Teebi-Naguib-Alawadi syndrome]
telangiectasia	HP_0001009[label=Telangiectasia] | MONDO_0001576[hasExactSynonym=telangiectasia]
telfersugarjaegersyndrome	MONDO_0008245[hasExactSynonym=telfer-Sugar-Jaeger syndrome] | Orphanet_2885[hasExactSynonym=Telfer-Sugar-Jaeger syndrome]
telomericdeletion17p	MONDO_0009532[hasExactSynonym=telomeric deletion 17p] | Orphanet_531[hasExactSynonym=Telomeric deletion 17p]
telomericduplication16p	MONDO_0013273[hasExactSynonym=telomeric duplication 16p] | Orphanet_96078[hasExactSynonym=Telomeric duplication 16p]
ten	MONDO_0018079[hasExactSynonym=TEN] | EFO_0004775[hasExactSynonym=TEN]
tenm2human	PR_Q9NT68[hasExactSynonym=ten-m2 (human)] | gene_symbol_report?hgnc_id=29943[label=TENM2 (human)]
tenm3human	PR_Q9P273[hasExactSynonym=ten-m3 (human)] | gene_symbol_report?hgnc_id=29944[label=TENM3 (human)]
tenm4human	PR_Q6N022[hasExactSynonym=ten-m4 (human)] | gene_symbol_report?hgnc_id=29945[label=TENM4 (human)]
tenosynovialgiantcelltumor	MONDO_0024686[hasExactSynonym=Tenosynovial Giant Cell Tumor] | EFO_1000562[hasExactSynonym=tenosynovial giant cell tumor] | EFO_1000562[label=Tenosynovial Giant Cell Tumor]
testicularcancer	EFO_0004281[hasExactSynonym=testicular cancer] | EFO_0005088[hasExactSynonym=testicular cancer]
testiculargermcellcancer	MONDO_0003510[hasExactSynonym=testicular germ cell cancer] | EFO_0004281[hasExactSynonym=testicular germ cell cancer]
testiculargermcelltumor	EFO_0004281[hasExactSynonym=testicular germ cell tumor] | EFO_1000566[hasExactSynonym=testicular germ cell tumor] | EFO_1000566[label=Testicular Germ Cell Tumor]
testicularhydrocele	HP_0000034[hasExactSynonym=Testicular hydrocele] | EFO_1001859[label=testicular hydrocele]
testicularneoplasm	MONDO_0021348[hasExactSynonym=testicular neoplasm] | EFO_0004281[label=testicular neoplasm]
